Shimmer_B64C_ECG_RESP_24BIT_CAL,
481.4128097,
481.413026,
481.4209594,
481.4188679,
481.4148291,
481.4185794,
481.4344461,
481.4361049,
481.4295419,
481.4273061,
481.4309843,
481.4381965,
481.4369704,
481.4200218,
481.4173533,
481.4185073,
481.4242049,
481.4167763,
481.4145406,
481.419517,
481.4328595,
481.4311286,
481.4324989,
481.4260079,
481.4399274,
481.4406486,
481.427234,
481.4186515,
481.4217527,
481.4234837,
481.4234837,
481.41894,
481.4150454,
481.4275225,
481.4407207,
481.4345183,
481.4288928,
481.4336528,
481.4439662,
481.4405765,
481.4259358,
481.4144685,
481.4193727,
481.427811,
481.4232673,
481.4185073,
481.4250703,
481.4415141,
481.4392783,
481.4337971,
481.427811,
481.4422353,
481.4488705,
481.4374031,
481.4206709,
481.4175697,
481.4252867,
481.4283158,
481.4205988,
481.4185794,
481.4352395,
481.443245,
481.4383407,
481.4330037,
481.4412977,
481.4444711,
481.4447595,
481.4255752,
481.4200939,
481.4200939,
481.4265849,
481.4319219,
481.4255752,
481.4211036,
481.4412977,
481.4412977,
481.4368983,
481.4296861,
481.4405765,
481.4482935,
481.4425959,
481.4216806,
481.4229788,
481.4255752,
481.4316334,
481.421897,
481.4231231,
481.4381244,
481.4462741,
481.4467789,
481.4350952,
481.4337249,
481.4477886,
481.454496,
481.438485,
481.422474,
481.4222576,
481.4281716,
481.4345904,
481.4226182,
481.4256473,
481.4407929,
481.449159,
481.4434614,
481.4348789,
481.4441104,
481.453342,
481.4409371,
481.4289649,
481.4255752,
481.4319219,
481.4352395,
481.4315613,
481.4233394,
481.4319219,
481.4431729,
481.4447595,
481.4366098,
481.436754,
481.4478608,
481.4548566,
481.4388456,
481.4265128,
481.429614,
481.4320661,
481.4365377,
481.4304795,
481.4312728,
481.4348068,
481.4475002,
481.4458414,
481.4363934,
481.4451923,
481.4550008,
481.4518275,
481.434951,
481.4319219,
481.4328595,
481.4376916,
481.4361049,
481.4280273,
481.4324267,
481.4498802,
481.4507456,
481.4441826,
481.4435335,
481.4511062,
481.4560826,
481.4518996,
481.4339413,
481.4301189,
481.4344461,
481.4393504,
481.4356722,
481.4303352,
481.443822,
481.4578857,
481.4542075,
481.4457692,
481.4513226,
481.4542796,
481.4605542,
481.4433171,
481.430191,
481.4411535,
481.4423074,
481.4436777,
481.4328595,
481.432571,
481.449159,
481.458679,
481.4526929,
481.4391341,
481.4517553,
481.4635833,
481.4591839,
481.4380522,
481.4377637,
481.4399274,
481.4467789,
481.4413698,
481.4405765,
481.4464183,
481.4575972,
481.4550729,
481.4523323,
481.4496638,
481.4584627,
481.4606263,
481.4535584,
481.4364656,
481.4384128,
481.4425238,
481.4503129,
481.4391341,
481.4410092,
481.4529093,
481.4606263,
481.4541354,
481.4463462,
481.4579578,
481.4643045,
481.4578136,
481.4404322,
481.4399274,
481.4446153,
481.4506014,
481.4493753,
481.4389898,
481.4396389,
481.4579578,
481.4629342,
481.4577414,
481.4480771,
481.4656748,
481.4709397,
481.4573808,
481.4424516,
481.4443989,
481.4499523,
481.4488705,
481.4470674,
481.4437498,
481.4510341,
481.4609869,
481.4648815,
481.4542796,
481.4568039,
481.4689924,
481.4710839,
481.4470674,
481.4456971,
481.4459856,
481.4496638,
481.4480771,
481.4469953,
481.4524766,
481.4652421,
481.4680548,
481.4635112,
481.4594002,
481.4658191,
481.4773585,
481.4694251,
481.4522602,
481.4487262,
481.4483656,
481.4580299,
481.4513226,
481.4511062,
481.458679,
481.466396,
481.4632227,
481.458102,
481.4645209,
481.4731755,
481.4729591,
481.4549287,
481.4518996,
481.4510341,
481.4550008,
481.461636,
481.4557942,
481.4479329,
481.4648094,
481.4715888,
481.46755,
481.4574529,
481.4723821,
481.4771422,
481.4759882,
481.4572366,
481.4525487,
481.461636,
481.4613475,
481.4578857,
481.450385,
481.4601936,
481.4738246,
481.4691367,
481.4682712,
481.4656027,
481.4733918,
481.4790894,
481.4744015,
481.4588233,
481.4532699,
481.4586069,
481.4648815,
481.4585348,
481.4520438,
481.468776,
481.4769258,
481.4681991,
481.4626457,
481.4695694,
481.4811088,
481.4802434,
481.4586069,
481.4561548,
481.4572366,
481.4655306,
481.4694251,
481.4519717,
481.4626457,
481.47469,
481.4773585,
481.4708676,
481.4670451,
481.4807482,
481.4849313,
481.4759161,
481.4540632,
481.4597608,
481.4674779,
481.4705791,
481.4658191,
481.4613475,
481.4725985,
481.4819743,
481.4798107,
481.4765652,
481.4709397,
481.4759882,
481.4873113,
481.4709397,
481.4609869,
481.4609148,
481.4702185,
481.4691367,
481.4596887,
481.461636,
481.4791616,
481.482407,
481.4783682,
481.4736082,
481.4820464,
481.4860852,
481.477647,
481.4687039,
481.4552172,
481.4620687,
481.4694973,
481.4643766,
481.4576693,
481.4656027,
481.4837052,
481.4838495,
481.472887,
481.4715888,
481.4860131,
481.4896913,
481.4722379,
481.4654584,
481.464016,
481.4679827,
481.4721658,
481.4642324,
481.4608427,
481.4696415,
481.4827676,
481.4816137,
481.4744737,
481.4732476,
481.4874555,
481.4872392,
481.4715167,
481.4629342,
481.4638718,
481.4720215,
481.471733,
481.4676221,
481.4694251,
481.4832004,
481.4855083,
481.4798828,
481.4769258,
481.47707,
481.4943792,
481.4866622,
481.4688482,
481.4642324,
481.4686318,
481.4730312,
481.4685597,
481.4617081,
481.4775749,
481.4775749,
481.483561,
481.4786567,
481.4738967,
481.4738967,
481.4738967,
481.4692088,
481.4638718,
481.4638718,
481.4638718,
481.475267,
481.475267,
481.475267,
481.4755555,
481.4881768,
481.4852919,
481.4852919,
481.4852919,
481.4872392,
481.4915665,
481.4915665,
481.4676221,
481.4692809,
481.4738246,
481.4713003,
481.4648094,
481.470507,
481.470507,
481.470507,
481.4810367,
481.4810367,
481.4857967,
481.4938022,
481.4914944,
481.4695694,
481.470507,
481.4744015,
481.4781519,
481.4781519,
481.4715167,
481.4715167,
481.491278,
481.491278,
481.4828398,
481.4828398,
481.4828398,
481.4828398,
481.4828398,
481.468776,
481.4682712,
481.4775028,
481.4705791,
481.46755,
481.4679827,
481.4856525,
481.4921435,
481.4896192,
481.4846428,
481.4944513,
481.4993556,
481.4914944,
481.472887,
481.4764931,
481.4797385,
481.4798828,
481.475267,
481.475267,
481.4774306,
481.4986344,
481.4982738,
481.4872392,
481.4880325,
481.4998605,
481.4987065,
481.4881768,
481.4724542,
481.4790894,
481.4812531,
481.4867343,
481.4791616,
481.4804597,
481.4959659,
481.5020241,
481.4919992,
481.4873834,
481.5003653,
481.5062793,
481.5044041,
481.4799549,
481.4779355,
481.4832004,
481.4896913,
481.482984,
481.4780797,
481.4867343,
481.5047647,
481.497192,
481.4886816,
481.491855,
481.5029617,
481.5036829,
481.4873113,
481.475844,
481.4799549,
481.4886095,
481.4883931,
481.4850034,
481.4801713,
481.4963986,
481.4987065,
481.5015193,
481.4919271,
481.501952,
481.510246,
481.5095248,
481.4863016,
481.4795943,
481.4863737,
481.491855,
481.487744,
481.4849313,
481.4879604,
481.5030338,
481.5011587,
481.4987065,
481.4928647,
481.4985623,
481.5088757,
481.507289,
481.4844264,
481.4855804,
481.4886095,
481.4923598,
481.4845707,
481.4844986,
481.4963986,
481.5075054,
481.5024568,
481.4974805,
481.502529,
481.5132751,
481.5085872,
481.4916386,
481.4854361,
481.4863016,
481.4927204,
481.495461,
481.4873834,
481.4876719,
481.5057023,
481.5111114,
481.5010865,
481.4914944,
481.5018799,
481.5116163,
481.5039714,
481.4898356,
481.4876719,
481.4923598,
481.4925762,
481.4875998,
481.4873113,
481.4992114,
481.5098854,
481.5057744,
481.5000768,
481.4986344,
481.5121933,
481.5195497,
481.4977689,
481.4833446,
481.4931532,
481.4939465,
481.4994277,
481.4909895,
481.4905568,
481.506712,
481.5154387,
481.5034665,
481.4980574,
481.5070005,
481.5116163,
481.5077938,
481.4982738,
481.4934416,
481.4907731,
481.4953889,
481.4974805,
481.4929368,
481.5022405,
481.510823,
481.5055581,
481.5030338,
481.501952,
481.5109672,
481.5183957,
481.5082266,
481.4963265,
481.4925762,
481.5005817,
481.5016635,
481.4961101,
481.4934416,
481.5032502,
481.5165927,
481.5163763,
481.503755,
481.5026732,
481.5170254,
481.5163763,
481.5047647,
481.4957495,
481.500149,
481.5012308,
481.5059187,
481.4979132,
481.4969035,
481.5152224,
481.5132751,
481.5100296,
481.5051975,
481.5123375,
481.5191891,
481.5190448,
481.4976247,
481.4949562,
481.5020241,
481.5065678,
481.4982738,
481.4958217,
481.5028896,
481.5191891,
481.5181794,
481.5067841,
481.5052696,
481.5181072,
481.5249588,
481.503755,
481.4975526,
481.4943071,
481.5035387,
481.5076496,
481.5031781,
481.4956774,
481.5094526,
481.51616,
481.5143569,
481.506712,
481.5124096,
481.5240933,
481.5248145,
481.5005096,
481.4981295,
481.500149,
481.5100296,
481.5040435,
481.5050532,
481.5122654,
481.5235885,
481.5192612,
481.5178188,
481.5082266,
481.5255358,
481.5279158,
481.5177466,
481.5006538,
481.5011587,
481.5070005,
481.5076496,
481.5027453,
481.5008702,
481.515583,
481.5212806,
481.5204873,
481.5124818,
481.520343,
481.526257,
481.5235164,
481.505486,
481.5038272,
481.5062072,
481.5105345,
481.5051975,
481.5044041,
481.5208479,
481.5239491,
481.5222182,
481.513203,
481.5267618,
481.5300794,
481.5264733,
481.5089478,
481.5087314,
481.5082266,
481.5137799,
481.5088035,
481.5085872,
481.5109672,
481.5253915,
481.5281321,
481.5227951,
481.5152945,
481.5312334,
481.5379407,
481.5201988,
481.5058466,
481.5094526,
481.516809,
481.5162321,
481.5101739,
481.5049811,
481.522146,
481.5295025,
481.52568,
481.5173139,
481.528637,
481.5322431,
481.5328922,
481.51854,
481.5084429,
481.5106066,
481.5156551,
481.515583,
481.510246,
481.511472,
481.5283485,
481.5313055,
481.5245261,
481.51854,
481.532171,
481.5365704,
481.5213527,
481.5119769,
481.5143569,
481.5192612,
481.5206315,
481.520343,
481.5088757,
481.5176024,
481.5315219,
481.5309449,
481.525103,
481.5224345,
481.5368589,
481.534551,
481.5181072,
481.512049,
481.5118327,
481.5224345,
481.5156551,
481.5116884,
481.5188285,
481.535777,
481.5318103,
481.5307285,
481.5240933,
481.5322431,
481.5384455,
481.5380849,
481.5152945,
481.5119048,
481.5176745,
481.5272667,
481.5165927,
481.51616,
481.5250309,
481.532171,
481.534551,
481.5243097,
481.5244539,
481.5412583,
481.5392389,
481.5196939,
481.5159436,
481.517386,
481.5191169,
481.5247424,
481.5204873,
481.5160878,
481.5338298,
481.5380849,
481.5349116,
481.529214,
481.5317382,
481.5430613,
481.5410419,
481.5210642,
481.5168812,
481.5222903,
481.5299352,
481.5250309,
481.5187563,
481.5289976,
481.5433498,
481.5417631,
481.5341182,
481.5318103,
481.5393831,
481.5434941,
481.5352722,
481.5165206,
481.5187563,
481.526834,
481.5285649,
481.5189727,
481.5201266,
481.5330364,
481.5424843,
481.5383013,
481.5282764,
481.5375801,
481.5455856,
481.5421237,
481.5318825,
481.5175303,
481.5219297,
481.5285649,
481.5300794,
481.5220739,
481.5230836,
481.5408256,
481.5450807,
481.5376522,
481.5359934,
481.5460183,
481.5496965,
481.5432056,
481.5279879,
481.5235164,
481.52806,
481.5309449,
481.5282043,
481.527483,
481.5305122,
481.5305122,
481.5450086,
481.5441431,
481.534551,
481.5466674,
481.5466674,
481.5466674,
481.5275552,
481.52806,
481.52806,
481.52806,
481.52806,
481.52568,
481.5409698,
481.5466674,
481.5483983,
481.5334691,
481.5334691,
481.5334691,
481.553519,
481.5330364,
481.5330364,
481.5331085,
481.5352001,
481.5352001,
481.52806,
481.5338298,
481.5509226,
481.5509226,
481.5509226,
481.5509226,
481.5514996,
481.5514996,
481.5514996,
481.5282764,
481.5323873,
481.5323873,
481.5395995,
481.5318103,
481.5318103,
481.5318103,
481.5318103,
481.5541681,
481.5491195,
481.5445038,
481.5530141,
481.5530141,
481.5360655,
481.5317382,
481.5302237,
481.5354164,
481.5423401,
481.5325316,
481.539888,
481.5511389,
481.5491195,
481.5519323,
481.5429171,
481.5493359,
481.5551056,
481.5526535,
481.5374358,
481.5264733,
481.5377964,
481.5416189,
481.5359934,
481.53282,
481.5450086,
481.5559711,
481.5493359,
481.5419074,
481.5509947,
481.5592887,
481.5610196,
481.5379407,
481.5346952,
481.5368589,
481.536354,
481.5424122,
481.5352722,
481.5401043,
481.5463068,
481.5496965,
481.5495523,
481.5466674,
481.5510668,
481.5618851,
481.5564038,
481.5405371,
481.5371473,
481.5372916,
481.5437104,
481.5411862,
481.5355607,
481.5368589,
481.5538796,
481.5560432,
481.5498408,
481.5468116,
481.5496244,
481.5584953,
481.5310891,
481.5384455,
481.5409698,
481.5463068,
481.539888,
481.5372916,
481.5544565,
481.5587117,
481.5525814,
481.5460904,
481.5551778,
481.5623178,
481.5641208,
481.5491195,
481.5393831,
481.5417631,
481.5467395,
481.5429892,
481.5365704,
481.5372916,
481.5556105,
481.5559711,
481.5527256,
481.5445759,
481.5576299,
481.5631111,
481.5533026,
481.5367146,
481.5379407,
481.5419795,
481.5493359,
481.5479656,
481.5388061,
481.5421237,
481.5549614,
481.5584953,
481.5507783,
481.5478935,
481.5629669,
481.5678712,
481.5502735,
481.5406813,
481.5401043,
481.5487589,
481.5477492,
481.542268,
481.5427728,
481.5582069,
481.5605148,
481.5592887,
481.552365,
481.5517159,
481.5631833,
481.5667893,
481.5467395,
481.5354164,
481.5430613,
481.5511389,
481.5483983,
481.5397437,
481.5477492,
481.5618129,
481.5618851,
481.5536632,
481.5522208,
481.5650584,
481.5721263,
481.5538796,
481.5413304,
481.5443595,
481.5439268,
481.5465953,
481.5447201,
481.5461626,
481.5496965,
481.563616,
481.562462,
481.5541681,
481.5549614,
481.5602263,
481.5698906,
481.5485426,
481.5426286,
481.5468116,
481.5549614,
481.5500571,
481.5444316,
481.5482541,
481.5564038,
481.5635439,
481.5585675,
481.5572693,
481.5652027,
481.5721985,
481.5662845,
481.5478935,
481.5463068,
481.5458741,
481.550562,
481.5509226,
481.542268,
481.5587838,
481.5650584,
481.5618129,
481.5564038,
481.5556826,
481.5657796,
481.5699627,
481.5605148,
481.5429892,
481.5421237,
481.552365,
481.5512111,
481.5471001,
481.5495523,
481.5577741,
481.5652027,
481.5593608,
481.552942,
481.5595051,
481.5703954,
481.5691694,
481.5482541,
481.5461626,
481.5453692,
481.5572693,
481.5498408,
481.5500571,
481.5477492,
481.5657075,
481.5696742,
481.5616687,
481.5527977,
481.5682318,
481.5752997,
481.5673663,
481.5457298,
481.5457298,
481.5531583,
481.5541681,
481.5514996,
481.5458741,
481.5553941,
481.5648421,
481.5617408,
481.5541681,
481.5566923,
481.5688087,
481.5729918,
481.5561153,
481.5453692,
481.5473886,
481.552365,
481.5524371,
481.5457298,
481.5473886,
481.5618129,
481.5702512,
481.565996,
481.5605148,
481.5701069,
481.5758767,
481.5648421,
481.5491195,
481.550562,
481.554745,
481.5563317,
481.5527256,
481.5461626,
481.5527977,
481.5661402,
481.5682318,
481.5614523,
481.5601541,
481.5703954,
481.57429,
481.5631833,
481.5506341,
481.549985,
481.5554662,
481.5613081,
481.5530862,
481.5504898,
481.5648421,
481.5697463,
481.5653469,
481.5626784,
481.5609475,
481.5703954,
481.5742179,
481.5592166,
481.5480377,
481.5495523,
481.5566923,
481.5562596,
481.5476771,
481.5538074,
481.5682318,
481.5664287,
481.565419,
481.5603705,
481.5701791,
481.5747948,
481.5615966,
481.5546008,
481.5478935,
481.5525093,
481.5578463,
481.5525814,
481.5435662,
481.5551056,
481.56953,
481.568376,
481.5610917,
481.5615966,
481.5740736,
481.5755161,
481.5575578,
481.5495523,
481.5545287,
481.5587117,
481.5530141,
481.5521486,
481.5496965,
481.5587117,
481.5669336,
481.5690251,
481.5561875,
481.5657075,
481.5745785,
481.5681596,
481.5478935,
481.5435662,
481.548182,
481.5574135,
481.5517159,
481.5473886,
481.5541681,
481.5680875,
481.5688087,
481.5595772,
481.5592166,
481.5683039,
481.5746506,
481.5671499,
481.5430613,
481.5478935,
481.5520044,
481.5602984,
481.5502014,
481.5509226,
481.561236,
481.5682318,
481.5613081,
481.5569808,
481.5755161,
481.5698906,
481.5573414,
481.5498408,
481.5514996,
481.5546729,
481.552942,
481.5482541,
481.5492638,
481.5628948,
481.5639045,
481.558856,
481.5530862,
481.5631833,
481.5716936,
481.5633275,
481.5506341,
481.5459462,
481.5517159,
481.5568366,
481.5509226,
481.5517159,
481.564193,
481.5709724,
481.5684481,
481.5648421,
481.5603705,
481.568953,
481.5720542,
481.555322,
481.5507062,
481.5473886,
481.5549614,
481.5527977,
481.5486868,
481.5504177,
481.5688087,
481.5680154,
481.5649863,
481.562462,
481.5659239,
481.576093,
481.5668615,
481.5468838,
481.5439268,
481.5525093,
481.5544565,
481.5543844,
481.5445759,
481.5566202,
481.565419,
481.5674384,
481.5597935,
481.5549614,
481.5720542,
481.571333,
481.5592887,
481.5463068,
481.5477492,
481.5491195,
481.552365,
481.5450807,
481.5461626,
481.5552499,
481.5661402,
481.5651305,
481.5576299,
481.5586396,
481.5634717,
481.5699627,
481.5517159,
481.5435662,
481.5455135,
481.5540959,
481.5466674,
481.5393831,
481.548182,
481.5550335,
481.5621736,
481.557125,
481.557125,
481.5585675,
481.5742179,
481.571333,
481.571333,
481.5425565,
481.5455856,
481.5455856,
481.5455856,
481.5417631,
481.5417631,
481.5631833,
481.5613081,
481.5613081,
481.5613081,
481.5613081,
481.5661402,
481.5481098,
481.5481098,
481.5458019,
481.5452971,
481.5502735,
481.5502735,
481.5447922,
481.552942,
481.552942,
481.552942,
481.552942,
481.5527977,
481.5646978,
481.5590723,
481.5468838,
481.5468838,
481.5468838,
481.5438547,
481.5380849,
481.5380849,
481.5380849,
481.5380849,
481.5548893,
481.5548893,
481.5457298,
481.5477492,
481.5578463,
481.5578463,
481.5578463,
481.5372195,
481.5356328,
481.5450086,
481.5361376,
481.5323873,
481.5459462,
481.5576299,
481.5491195,
481.5450086,
481.5530862,
481.561236,
481.5536632,
481.5353443,
481.5347673,
481.5362098,
481.5383013,
481.5408256,
481.5309449,
481.5333249,
481.5509947,
481.5536632,
481.5491195,
481.5404649,
481.5453692,
481.555322,
481.5514274,
481.5284928,
481.5294303,
481.5349116,
481.5355607,
481.531594,
481.5269782,
481.5424843,
481.5477492,
481.544071,
481.5399601,
481.5358492,
481.5496244,
481.5531583,
481.5376522,
481.5259685,
481.5240933,
481.5316661,
481.5342625,
481.5242376,
481.5291418,
481.5430613,
481.5460904,
481.5406092,
481.5332528,
481.5408256,
481.5542402,
481.5408977,
481.5316661,
481.5238048,
481.5244539,
481.5300073,
481.5269061,
481.5201266,
481.5273388,
481.5409698,
481.5431334,
481.5344788,
481.5298631,
481.5478935,
481.5507783,
481.531594,
481.5231558,
481.5213527,
481.5269782,
481.5226509,
481.520343,
481.5212085,
481.5350558,
481.5421237,
481.5367146,
481.5301515,
481.5336855,
481.5468116,
481.5429892,
481.5271946,
481.5170254,
481.5207757,
481.5261127,
481.521497,
481.5166648,
481.5226509,
481.5367146,
481.5350558,
481.5287812,
481.5291418,
481.5329643,
481.5408256,
481.5371473,
481.5195497,
481.5173139,
481.5168812,
481.5225067,
481.5189006,
481.5146454,
481.5243097,
481.537508,
481.5319546,
481.5234442,
481.5294303,
481.5377964,
481.5359213,
481.5174581,
481.512049,
481.5149339,
481.5181072,
481.5210642,
481.5155109,
481.5122654,
481.5251752,
481.5276273,
481.52806,
481.5204873,
481.5266176,
481.5383013,
481.5308728,
481.5116884,
481.5067841,
481.5143569,
481.5152224,
481.5148618,
481.512626,
481.5223624,
481.53282,
481.5257521,
481.517963,
481.5252473,
481.532171,
481.5227951,
481.5036108,
481.5049811,
481.5063514,
481.5145733,
481.5069284,
481.5062072,
481.51616,
481.5298631,
481.5217854,
481.5160157,
481.5219297,
481.5335413,
481.5300073,
481.5088035,
481.5051253,
481.5069284,
481.5126981,
481.5168812,
481.5080823,
481.504909,
481.5217854,
481.5227951,
481.5189006,
481.5124096,
481.5213527,
481.5244539,
481.5163763,
481.4997162,
481.5026732,
481.5056302,
481.507866,
481.5034665,
481.5021684,
481.5066399,
481.5209921,
481.5186121,
481.5156551,
481.5103902,
481.5227951,
481.5240933,
481.5134915,
481.4970477,
481.4990671,
481.5085872,
481.5070726,
481.4987065,
481.5008702,
481.5154387,
481.51854,
481.5154387,
481.509092,
481.5186842,
481.5212085,
481.5239491,
481.5026011,
481.5022405,
481.506135,
481.5075054,
481.5040435,
481.4974083,
481.501952,
481.5169533,
481.515006,
481.5046205,
481.5038993,
481.5196939,
481.5220018,
481.5069284,
481.4956053,
481.496615,
481.5015193,
481.5091642,
481.5015193,
481.4974083,
481.5055581,
481.51616,
481.5105345,
481.5084429,
481.5034665,
481.5204151,
481.5207757,
481.5003653,
481.4912059,
481.4968314,
481.4992835,
481.4999326,
481.4977689,
481.5004374,
481.5085872,
481.5134193,
481.5068563,
481.5017356,
481.5101017,
481.5194775,
481.5159436,
481.4944513,
481.4924319,
481.4972641,
481.501952,
481.4932974,
481.4901962,
481.4985623,
481.5107508,
481.5083708,
481.5031781,
481.5080823,
481.5176745,
481.5170975,
481.4971198,
481.4885374,
481.4906289,
481.4969035,
481.4963265,
481.4925762,
481.4882489,
481.5031059,
481.5088035,
481.5047647,
481.4925762,
481.504332,
481.5098854,
481.507866,
481.4891143,
481.4905568,
481.4926483,
481.4951004,
481.4909174,
481.4868065,
481.4961823,
481.503755,
481.5077217,
481.4987786,
481.4932974,
481.5015914,
481.5062793,
481.5017356,
481.4878162,
481.4856525,
481.4911337,
481.490701,
481.4864458,
481.4842101,
481.4953889,
481.5073611,
481.5010144,
481.4919271,
481.5003653,
481.5130587,
481.505486,
481.4917107,
481.4821185,
481.4850034,
481.4881046,
481.4870949,
481.4834889,
481.4855804,
481.500798,
481.5066399,
481.5002932,
481.4908453,
481.5064235,
481.5126981,
481.4958217,
481.4867343,
481.4823349,
481.4874555,
481.4900519,
481.4826955,
481.4824792,
481.4892586,
481.5023847,
481.5014471,
481.4935859,
481.4897634,
481.5031059,
481.5059187,
481.4890422,
481.4750506,
481.4809646,
481.4837773,
481.4867343,
481.4790894,
481.482407,
481.4946677,
481.4979853,
481.4947398,
481.490124,
481.4930089,
481.4994277,
481.5041156,
481.4881046,
481.4819022,
481.4821185,
481.4821185,
481.4831282,
481.4798828,
481.4837052,
481.4956053,
481.4974083,
481.4850034,
481.4829119,
481.495461,
481.500149,
481.4907731,
481.4716609,
481.4804597,
481.4842101,
481.4854361,
481.4790894,
481.4786567,
481.4828398,
481.4974083,
481.4940186,
481.4869507,
481.4921435,
481.4997162,
481.5005817,
481.4824792,
481.4726706,
481.4750506,
481.4823349,
481.4855804,
481.4735361,
481.4756276,
481.4917828,
481.4932253,
481.4902683,
481.4800991,
481.4892586,
481.5035387,
481.4914944,
481.4757718,
481.4714445,
481.4733918,
481.4804597,
481.4788009,
481.4720215,
481.4808925,
481.4920713,
481.4919992,
481.4823349,
481.4820464,
481.4979853,
481.5003653,
481.4771422,
481.4732476,
481.4694251,
481.4769979,
481.478224,
481.4670451,
481.4815416,
481.4910616,
481.4812531,
481.4812531,
481.4886095,
481.4984902,
481.4975526,
481.4975526,
481.4725264,
481.4755555,
481.4755555,
481.4755555,
481.4755555,
481.46993,
481.4875277,
481.491855,
481.4842101,
481.4842101,
481.4842101,
481.4842101,
481.4857967,
481.4857967,
481.4857967,
481.4857967,
481.4741852,
481.47231,
481.4654584,
481.4855804,
481.4855804,
481.4855804,
481.4855804,
481.474113,
481.4818301,
481.4933695,
481.4781519,
481.4689203,
481.4676942,
481.4676942,
481.4769258,
481.4769258,
481.4769258,
481.4855804,
481.4896913,
481.4896913,
481.4768537,
481.4837773,
481.4837773,
481.4837773,
481.4837773,
481.4697857,
481.4729591,
481.4736082,
481.4736082,
481.4689924,
481.4714445,
481.4854361,
481.490701,
481.4810367,
481.4754112,
481.4917107,
481.4927204,
481.4787288,
481.4648815,
481.4654584,
481.474113,
481.47469,
481.4615639,
481.4685597,
481.4818301,
481.4865901,
481.4793779,
481.4747621,
481.4775749,
481.4914222,
481.4900519,
481.4687039,
481.4600493,
481.4674779,
481.4736082,
481.4708676,
481.4596166,
481.472887,
481.4824792,
481.4817579,
481.4723821,
481.4772143,
481.4855804,
481.4914222,
481.4743294,
481.4620687,
481.4630784,
481.4660354,
481.47469,
481.4643766,
481.4618524,
481.4732476,
481.4828398,
481.4809646,
481.4748343,
481.4795943,
481.488898,
481.4878883,
481.46993,
481.462213,
481.4688482,
481.4698579,
481.4688482,
481.464593,
481.4685597,
481.4801713,
481.4849313,
481.4813252,
481.4749785,
481.4798828,
481.4903404,
481.4862295,
481.4637275,
481.4684876,
481.4706512,
481.4726706,
481.4673336,
481.4604821,
481.47469,
481.4826955,
481.4790894,
481.4720936,
481.4769979,
481.4885374,
481.4928647,
481.4827676,
481.4658912,
481.4605542,
481.4701464,
481.4730312,
481.4680548,
481.4637997,
481.480027,
