Shimmer_B640_PPG_A13_CAL
mV
1180.952381
1175.824176
1171.428571
1168.498168
1169.230769
1171.428571
1172.161172
1172.161172
1170.695971
1167.032967
1167.032967
1164.835165
1162.637363
1159.70696
1156.776557
1155.311355
1153.846154
1153.846154
1153.846154
1154.578755
1155.311355
1156.043956
1158.241758
1158.974359
1158.974359
1159.70696
1158.974359
1159.70696
1159.70696
1158.241758
1156.776557
1153.113553
1150.915751
1151.648352
1153.113553
1158.241758
1168.498168
1181.684982
1198.534799
1221.245421
1250.549451
1287.912088
1334.065934
1389.74359
1451.282051
1517.216117
1583.882784
1652.014652
1718.681319
1781.684982
1834.432234
1879.85348
1910.622711
1933.333333
1945.054945
1950.18315
1949.450549
1941.391941
1931.135531
1917.216117
1898.901099
1878.388278
1856.410256
1830.769231
1801.465201
1771.428571
1742.124542
1714.285714
1687.912088
1665.934066
1649.084249
1632.967033
1620.512821
1611.721612
1606.593407
1602.930403
1599.267399
1594.139194
1591.941392
1587.545788
1583.882784
1575.824176
1563.369963
1550.18315
1535.531136
1520.14652
1503.296703
1484.981685
1464.468864
1444.688645
1421.978022
1400
1381.684982
1364.102564
1345.787546
1327.472527
1310.622711
1295.238095
1283.516484
1274.725275
1267.399267
1261.538462
1256.410256
1251.282051
1246.153846
1241.758242
1238.827839
1235.897436
1235.164835
1238.095238
1241.758242
1245.421245
1250.549451
1253.479853
1252.747253
1250.549451
1246.153846
1241.758242
1238.095238
1233.699634
1232.234432
1227.838828
1225.641026
1224.175824
1221.245421
1216.117216
1210.989011
1204.395604
1194.871795
1186.813187
1178.021978
1172.161172
1164.102564
1156.776557
1150.915751
1144.322344
1141.391941
1142.124542
1145.054945
1147.252747
1149.450549
1150.915751
1150.915751
1153.846154
1154.578755
1157.509158
1163.369963
1172.161172
1180.952381
1189.74359
1194.871795
1197.069597
1197.802198
1197.802198
1196.336996
1190.47619
1184.615385
1180.21978
1175.091575
1169.230769
1164.102564
1158.241758
1152.380952
1146.520147
1142.124542
1141.391941
1141.391941
1142.124542
1143.589744
1146.520147
1150.915751
1158.974359
1169.230769
1185.347985
1209.52381
1241.025641
1280.586081
1326.739927
1378.754579
1435.897436
1493.772894
1549.450549
1603.663004
1651.282051
1692.307692
1726.739927
1751.648352
1767.032967
1775.091575
1775.091575
1771.428571
1764.835165
1759.70696
1752.380952
1741.391941
1726.007326
1705.494505
1680.586081
1651.282051
1622.710623
1593.406593
1564.835165
1542.857143
1522.344322
1505.494505
1499.6337
1498.901099
1503.296703
1510.622711
1517.948718
1522.344322
1526.007326
1528.937729
1531.135531
1529.67033
1522.344322
1509.89011
1495.970696
1480.586081
1466.666667
1454.945055
1442.490842
1427.106227
1410.989011
1389.74359
1369.230769
1349.450549
1329.67033
1310.622711
1295.970696
1280.586081
1268.131868
1258.608059
1248.351648
1240.29304
1235.164835
1230.769231
1224.908425
